FlightDate,HourRange,NonUsaPassengerAverageWait,NonUsaPassengerCount,TotalPassengerCount,UsaPassengerAverageWait,UsaPassengerCount
2025-05-17,1500 - 1600,24,982,1893,11,911
2025-05-17,1600 - 1700,33,1242,2552,17,1310
2025-05-17,1700 - 1800,18,609,1509,10,900
2025-05-17,1800 - 1900,26,788,1924,16,1136
2025-05-17,1900 - 2000,25,307,746,14,439
2025-05-17,2000 - 2100,22,545,1601,15,1056
2025-05-17,2100 - 2200,19,635,1525,13,890
2025-05-17,2200 - 2300,23,310,967,21,657
2025-05-17,2300 - 0000,21,239,523,17,284
2025-05-18,0500 - 0600,42,282,489,28,207
2025-05-18,0600 - 0700,24,801,1808,12,1007
2025-05-18,0700 - 0800,33,675,1080,13,405
2025-05-18,0800 - 0900,17,200,501,9,301
2025-05-18,0900 - 1000,28,875,1414,15,539
2025-05-18,1000 - 1100,20,797,1174,12,377
2025-05-18,1100 - 1200,15,727,1629,10,902
2025-05-18,1200 - 1300,13,720,1750,10,1030
2025-05-18,1300 - 1400,27,1766,3712,14,1946
2025-05-18,1400 - 1500,21,536,1085,9,549
2025-05-18,1500 - 1600,13,830,1846,6,1016
2025-05-18,1600 - 1700,16,1092,2689,10,1597
2025-05-18,1700 - 1800,11,577,1742,10,1165
2025-05-18,1800 - 1900,19,485,1473,12,988
2025-05-18,1900 - 2000,10,229,913,8,684
2025-05-18,2000 - 2100,28,852,1686,14,834
2025-05-18,2100 - 2200,52,713,1723,21,1010
2025-05-18,2200 - 2300,34,445,1430,19,985
2025-05-18,2300 - 0000,26,92,345,16,253
2025-05-19,0500 - 0600,40,437,1000,27,563
2025-05-19,0600 - 0700,62,897,1674,21,777
2025-05-19,0700 - 0800,78,188,367,18,179
2025-05-19,0800 - 0900,86,926,1551,17,625
2025-05-19,0900 - 1000,96,628,840,13,212
2025-05-19,1000 - 1100,64,802,1245,11,443
2025-05-19,1100 - 1200,54,429,906,12,477
2025-05-19,1200 - 1300,50,938,2330,19,1392
2025-05-19,1300 - 1400,38,707,1355,13,648
2025-05-19,1400 - 1500,47,1380,2420,16,1040
2025-05-19,1500 - 1600,33,1023,1963,12,940
2025-05-19,1600 - 1700,28,947,2235,14,1288
2025-05-19,1700 - 1800,12,423,1202,11,779
2025-05-19,1800 - 1900,23,461,1488,14,1027
2025-05-19,1900 - 2000,16,464,894,10,430
2025-05-19,2000 - 2100,19,466,1225,12,759
2025-05-19,2100 - 2200,20,399,1204,16,805
2025-05-19,2200 - 2300,19,208,633,14,425
2025-05-19,2300 - 0000,11,31,68,8,37
2025-05-20,0000 - 0100,7,94,244,7,150
2025-05-20,0500 - 0600,33,379,848,23,469
2025-05-20,0600 - 0700,34,352,845,14,493
2025-05-20,0700 - 0800,12,286,489,6,203
2025-05-20,0800 - 0900,18,318,689,14,371
2025-05-20,0900 - 1000,23,826,1274,11,448
2025-05-20,1000 - 1100,15,288,556,10,268
2025-05-20,1100 - 1200,15,389,709,9,320
2025-05-20,1200 - 1300,23,819,1805,9,986
2025-05-20,1300 - 1400,36,857,1925,14,1068
2025-05-20,1400 - 1500,20,799,1626,11,827
2025-05-20,1500 - 1600,20,712,1271,8,559
2025-05-20,1600 - 1700,21,917,2230,13,1313
2025-05-20,1700 - 1800,11,368,1175,11,807
2025-05-20,1800 - 1900,14,301,870,9,569
2025-05-20,1900 - 2000,31,391,896,16,505
2025-05-20,2000 - 2100,54,653,1405,13,752
2025-05-20,2100 - 2200,44,348,883,14,535
2025-05-20,2200 - 2300,24,329,879,14,550
2025-05-20,2300 - 0000,23,159,299,11,140
2025-05-21,0500 - 0600,21,189,586,19,397
2025-05-21,0600 - 0700,26,667,1317,12,650
2025-05-21,0700 - 0800,39,586,982,17,396
2025-05-21,0800 - 0900,19,391,750,13,359
2025-05-21,0900 - 1000,22,614,870,9,256
2025-05-21,1000 - 1100,25,603,814,6,211
2025-05-21,1100 - 1200,18,590,1225,8,635
2025-05-21,1200 - 1300,29,860,1618,14,758
2025-05-21,1300 - 1400,54,1432,2744,13,1312
2025-05-21,1400 - 1500,61,643,985,14,342
2025-05-21,1500 - 1600,60,742,1636,10,894
2025-05-21,1600 - 1700,65,807,2012,17,1205
2025-05-21,1700 - 1800,37,410,1210,13,800
2025-05-21,1800 - 1900,18,409,1331,12,922
2025-05-21,1900 - 2000,27,554,916,14,362
2025-05-21,2000 - 2100,27,380,1149,12,769
2025-05-21,2100 - 2200,30,465,1108,14,643
2025-05-21,2200 - 2300,24,242,624,13,382
2025-05-21,2300 - 0000,26,231,481,14,250
2025-05-22,0500 - 0600,40,519,1315,25,796
2025-05-22,0600 - 0700,43,443,686,15,243
2025-05-22,0700 - 0800,28,561,1046,10,485
2025-05-22,0800 - 0900,34,385,754,14,369
2025-05-22,0900 - 1000,34,757,1173,9,416
2025-05-22,1000 - 1100,23,385,553,13,168
2025-05-22,1100 - 1200,19,785,1848,11,1063
2025-05-22,1200 - 1300,23,774,1596,9,822
2025-05-22,1300 - 1400,25,991,1804,11,813
2025-05-22,1400 - 1500,20,1024,1805,13,781
2025-05-22,1500 - 1600,19,620,1250,9,630
2025-05-22,1600 - 1700,32,919,2128,12,1209
2025-05-22,1700 - 1800,15,471,1225,6,754
2025-05-22,1800 - 1900,18,391,1225,13,834
2025-05-22,1900 - 2000,21,271,672,15,401
2025-05-22,2000 - 2100,24,723,1628,12,905
2025-05-22,2100 - 2200,47,470,947,16,477
2025-05-22,2200 - 2300,48,545,1050,13,505
2025-05-22,2300 - 0000,37,285,574,15,289
2025-05-23,0500 - 0600,19,76,342,16,266
2025-05-23,0600 - 0700,44,1238,2360,15,1122
2025-05-23,0700 - 0800,48,368,615,5,247
2025-05-23,0800 - 0900,30,151,304,11,153
2025-05-23,0900 - 1000,27,586,986,12,400
2025-05-23,1000 - 1100,26,696,1016,9,320
2025-05-23,1100 - 1200,23,474,1060,14,586
2025-05-23,1200 - 1300,33,1224,2288,10,1064
2025-05-23,1300 - 1400,48,796,1778,9,982
2025-05-23,1400 - 1500,34,1113,2072,10,959
2025-05-23,1500 - 1600,22,803,1768,11,965
2025-05-23,1600 - 1700,40,1117,2183,10,1066
2025-05-23,1700 - 1800,24,441,1106,12,665
2025-05-23,1800 - 1900,20,827,1919,12,1092
2025-05-23,1900 - 2000,35,369,911,12,542
2025-05-23,2000 - 2100,45,833,1597,13,764
2025-05-23,2100 - 2200,53,694,1492,16,798
2025-05-23,2200 - 2300,69,465,841,19,376
2025-05-23,2300 - 0000,46,127,263,17,136
2025-05-24,0500 - 0600,29,361,823,17,462
2025-05-24,0600 - 0700,33,611,1154,12,543
2025-05-24,0700 - 0800,30,444,737,10,293
2025-05-24,0800 - 0900,18,166,384,8,218
2025-05-24,0900 - 1000,25,472,891,12,419
2025-05-24,1000 - 1100,34,855,1479,8,624
2025-05-24,1100 - 1200,23,251,581,10,330
2025-05-24,1200 - 1300,33,1240,2259,11,1019
2025-05-24,1300 - 1400,60,1685,3097,14,1412
2025-05-24,1400 - 1500,45,1005,1851,14,846
2025-05-24,1500 - 1600,34,784,1792,16,1008
2025-05-24,1600 - 1700,38,1206,2563,13,1357
2025-05-24,1700 - 1800,24,523,1335,9,812
2025-05-24,1800 - 1900,23,894,2098,12,1204
2025-05-24,1900 - 2000,15,65,340,14,275
2025-05-24,2000 - 2100,40,782,2187,19,1405
2025-05-24,2100 - 2200,43,532,1349,15,817
2025-05-24,2200 - 2300,22,110,307,18,197
2025-05-24,2300 - 0000,30,273,631,19,358
2025-05-25,0500 - 0600,38,275,692,22,417
2025-05-25,0600 - 0700,34,591,1509,13,918
2025-05-25,0700 - 0800,48,491,793,15,302
2025-05-25,0800 - 0900,36,327,706,14,379
2025-05-25,0900 - 1000,42,460,788,11,328
2025-05-25,1000 - 1100,34,750,1272,12,522
2025-05-25,1100 - 1200,33,943,2099,14,1156
2025-05-25,1200 - 1300,47,1058,2743,18,1685
2025-05-25,1300 - 1400,49,578,1729,17,1151
2025-05-25,1400 - 1500,40,1172,2725,14,1553
2025-05-25,1500 - 1600,36,893,1965,10,1072
2025-05-25,1600 - 1700,22,766,2455,15,1689
2025-05-25,1700 - 1800,16,447,1566,13,1119
2025-05-25,1800 - 1900,22,755,1818,11,1063
2025-05-25,1900 - 2000,28,475,1323,17,848
2025-05-25,2000 - 2100,30,485,1698,15,1213
2025-05-25,2100 - 2200,20,379,1191,15,812
2025-05-25,2200 - 2300,16,319,1088,13,769
2025-05-25,2300 - 0000,20,161,673,15,512
2025-05-26,0500 - 0600,42,229,549,28,320
2025-05-26,0600 - 0700,71,1033,2062,17,1029
2025-05-26,0700 - 0800,77,493,1050,14,557
2025-05-26,0800 - 0900,39,147,322,17,175
2025-05-26,0900 - 1000,49,965,1682,13,717
2025-05-26,1000 - 1100,31,504,1143,10,639
2025-05-26,1100 - 1200,18,422,1341,12,919
2025-05-26,1200 - 1300,18,809,2468,14,1659
2025-05-26,1300 - 1400,35,849,1875,16,1026
2025-05-26,1400 - 1500,40,1389,2957,20,1568
2025-05-26,1500 - 1600,32,907,2125,9,1218
2025-05-26,1600 - 1700,23,659,2087,13,1428
2025-05-26,1700 - 1800,12,570,2596,12,2026
2025-05-26,1800 - 1900,18,569,1070,9,501
2025-05-26,1900 - 2000,27,262,1340,12,1078
2025-05-26,2000 - 2100,26,622,1572,13,950
2025-05-26,2100 - 2200,19,274,1169,13,895
2025-05-26,2200 - 2300,16,191,1267,18,1076
2025-05-26,2300 - 0000,14,97,525,11,428
2025-05-27,0500 - 0600,47,155,431,31,276
2025-05-27,0600 - 0700,37,414,1325,13,911
2025-05-27,0700 - 0800,25,449,868,10,419
2025-05-27,0800 - 0900,30,382,698,13,316
2025-05-27,0900 - 1000,26,474,828,7,354
2025-05-27,1000 - 1100,21,603,1193,11,590
2025-05-27,1100 - 1200,14,286,796,10,510
2025-05-27,1200 - 1300,23,762,1816,12,1054
2025-05-27,1300 - 1400,36,952,2379,14,1427
2025-05-27,1400 - 1500,29,796,1715,13,919
2025-05-27,1500 - 1600,18,664,1567,8,903
2025-05-27,1600 - 1700,15,427,1164,10,737
2025-05-27,1700 - 1800,14,392,1468,13,1076
2025-05-27,1800 - 1900,8,422,1415,8,993
2025-05-27,1900 - 2000,25,384,963,14,579
2025-05-27,2000 - 2100,27,524,912,9,388
2025-05-27,2100 - 2200,26,540,1548,16,1008
2025-05-27,2200 - 2300,16,209,924,12,715
2025-05-27,2300 - 0000,14,129,540,13,411
2025-05-28,0500 - 0600,37,339,839,24,500
2025-05-28,0600 - 0700,57,831,1671,17,840
2025-05-28,0700 - 0800,80,580,1008,20,428
2025-05-28,0800 - 0900,71,309,546,9,237
2025-05-28,0900 - 1000,75,855,1471,13,616
2025-05-28,1000 - 1100,51,564,896,9,332
2025-05-28,1100 - 1200,42,561,978,10,417
2025-05-28,1200 - 1300,27,1058,2220,11,1162
2025-05-28,1300 - 1400,47,1038,2279,20,1241
2025-05-28,1400 - 1500,47,957,1789,18,832
2025-05-28,1500 - 1600,52,1375,2704,13,1329
2025-05-28,1600 - 1700,48,475,1276,10,801
2025-05-28,1700 - 1800,33,392,1116,15,724
2025-05-28,1800 - 1900,23,1094,2462,15,1368
2025-05-28,1900 - 2000,18,56,316,14,260
2025-05-28,2000 - 2100,21,574,1408,11,834
2025-05-28,2100 - 2200,26,376,1328,19,952
2025-05-28,2200 - 2300,29,428,1017,15,589
2025-05-28,2300 - 0000,35,120,338,17,218
2025-05-29,0500 - 0600,35,327,743,31,416
2025-05-29,0600 - 0700,30,549,1094,11,545
2025-05-29,0700 - 0800,24,511,975,11,464
2025-05-29,0800 - 0900,23,673,1137,16,464
2025-05-29,0900 - 1000,26,819,1095,9,276
2025-05-29,1000 - 1100,27,764,1416,12,652
2025-05-29,1100 - 1200,28,867,1685,14,818
2025-05-29,1200 - 1300,23,1171,1859,11,688
2025-05-29,1300 - 1400,25,851,1660,15,809
2025-05-29,1400 - 1500,23,1222,1942,13,720
2025-05-29,1500 - 1600,27,1007,1830,10,823
2025-05-29,1600 - 1700,52,1210,2450,17,1240
2025-05-29,1700 - 1800,46,530,1564,16,1034
2025-05-29,1800 - 1900,19,330,894,15,564
2025-05-29,1900 - 2000,22,334,941,17,607
2025-05-29,2000 - 2100,69,845,1628,16,783
2025-05-29,2100 - 2200,89,858,1752,16,894
2025-05-29,2200 - 2300,79,396,710,27,314
2025-05-29,2300 - 0000,65,130,293,17,163
2025-05-30,0500 - 0600,29,150,458,23,308
2025-05-30,0600 - 0700,27,693,1411,16,718
2025-05-30,0700 - 0800,48,1069,1612,12,543
2025-05-30,0800 - 0900,36,391,741,15,350
2025-05-30,0900 - 1000,29,716,1099,14,383
2025-05-30,1000 - 1100,36,550,715,11,165
2025-05-30,1100 - 1200,40,1187,1954,12,767
2025-05-30,1200 - 1300,65,1088,2477,13,1389
2025-05-30,1300 - 1400,74,1459,2780,23,1321
2025-05-30,1400 - 1500,68,590,1345,13,755
2025-05-30,1500 - 1600,61,462,1039,10,577
2025-05-30,1600 - 1700,84,1276,2924,19,1648
2025-05-30,1700 - 1800,103,722,2261,24,1539
2025-05-30,1800 - 1900,69,752,1646,17,894
2025-05-30,1900 - 2000,68,376,766,17,390
2025-05-30,2000 - 2100,62,849,2063,22,1214
2025-05-30,2100 - 2200,61,709,1353,23,644
2025-05-30,2200 - 2300,60,604,1243,15,639
2025-05-30,2300 - 0000,59,249,405,20,156
2025-05-31,0600 - 0700,26,780,1879,11,1099
2025-05-31,0700 - 0800,44,470,736,12,266
2025-05-31,0800 - 0900,19,479,1130,12,651
2025-05-31,0900 - 1000,25,732,1210,8,478
2025-05-31,1000 - 1100,52,1504,2094,14,590
2025-05-31,1100 - 1200,79,601,1144,12,543
2025-05-31,1200 - 1300,67,908,2296,15,1388
2025-05-31,1300 - 1400,80,1141,2715,24,1574
2025-05-31,1400 - 1500,56,890,1969,15,1079
2025-05-31,1500 - 1600,60,1082,2420,13,1338
2025-05-31,1600 - 1700,66,719,1820,15,1101
2025-05-31,1700 - 1800,57,481,1436,18,955
2025-05-31,1800 - 1900,32,649,2187,23,1538
2025-05-31,1900 - 2000,51,329,877,22,548
2025-05-31,2000 - 2100,37,372,1980,22,1608
2025-05-31,2100 - 2200,42,549,1263,23,714
2025-05-31,2200 - 2300,48,487,1388,16,901
2025-05-31,2300 - 0000,40,147,337,20,190
2025-06-01,0500 - 0600,34,311,657,19,346
2025-06-01,0600 - 0700,36,690,1700,12,1010
2025-06-01,0700 - 0800,38,827,1344,8,517
2025-06-01,0800 - 0900,23,134,396,11,262
2025-06-01,0900 - 1000,20,682,1156,9,474
2025-06-01,1000 - 1100,25,1311,1920,10,609
2025-06-01,1100 - 1200,35,513,1067,12,554
2025-06-01,1200 - 1300,25,1008,2595,16,1587
2025-06-01,1300 - 1400,31,917,2208,17,1291
2025-06-01,1400 - 1500,23,1044,2481,14,1437
2025-06-01,1500 - 1600,22,1087,2422,9,1335
2025-06-01,1600 - 1700,22,863,2398,11,1535
2025-06-01,1700 - 1800,17,519,1670,10,1151
2025-06-01,1800 - 1900,16,588,1912,15,1324
2025-06-01,1900 - 2000,22,512,1001,15,489
2025-06-01,2000 - 2100,58,832,2375,19,1543
2025-06-01,2100 - 2200,65,549,1579,19,1030
2025-06-01,2200 - 2300,65,364,1129,22,765
2025-06-01,2300 - 0000,51,95,317,20,222
2025-06-02,0500 - 0600,39,250,539,24,289
2025-06-02,0600 - 0700,48,568,1362,13,794
2025-06-02,0700 - 0800,54,779,1141,11,362
2025-06-02,0800 - 0900,51,474,1042,14,568
2025-06-02,0900 - 1000,50,656,1018,8,362
2025-06-02,1000 - 1100,48,656,910,12,254
2025-06-02,1100 - 1200,21,632,1309,11,677
2025-06-02,1200 - 1300,23,802,1902,12,1100
2025-06-02,1300 - 1400,25,1101,2578,14,1477
2025-06-02,1400 - 1500,35,1162,2193,16,1031
2025-06-02,1500 - 1600,30,719,1539,12,820
2025-06-02,1600 - 1700,34,1440,3244,15,1804
2025-06-02,1700 - 1800,30,551,1552,16,1001
2025-06-02,1800 - 1900,27,481,1296,12,815
2025-06-02,1900 - 2000,43,653,1470,19,817
2025-06-02,2000 - 2100,55,310,1069,17,759
2025-06-02,2100 - 2200,52,353,1166,16,813
2025-06-02,2200 - 2300,40,325,990,14,665
2025-06-02,2300 - 0000,28,202,559,13,357
2025-06-03,0500 - 0600,40,293,737,18,444
2025-06-03,0600 - 0700,45,722,1268,16,546
2025-06-03,0700 - 0800,41,379,701,10,322
2025-06-03,0800 - 0900,48,183,414,10,231
2025-06-03,0900 - 1000,26,990,1549,11,559
2025-06-03,1000 - 1100,32,469,711,11,242
2025-06-03,1100 - 1200,23,550,1072,11,522
2025-06-03,1200 - 1300,22,715,1719,9,1004
2025-06-03,1300 - 1400,39,798,1704,13,906
2025-06-03,1400 - 1500,35,644,883,13,239
2025-06-03,1500 - 1600,12,840,2209,11,1369
2025-06-03,1600 - 1700,17,756,1730,15,974
2025-06-03,1700 - 1800,18,775,1988,20,1213
2025-06-03,1800 - 1900,15,483,1311,12,828
2025-06-03,1900 - 2000,17,266,671,7,405
2025-06-03,2000 - 2100,25,548,1193,10,645
2025-06-03,2100 - 2200,38,431,1211,17,780
2025-06-03,2200 - 2300,41,428,1233,19,805
2025-06-03,2300 - 0000,24,32,131,13,99
2025-06-04,0500 - 0600,38,227,421,20,194
2025-06-04,0600 - 0700,57,946,1769,15,823
2025-06-04,0700 - 0800,67,341,770,10,429
2025-06-04,0800 - 0900,50,214,440,9,226
2025-06-04,0900 - 1000,36,1006,1595,17,589
2025-06-04,1000 - 1100,29,550,735,7,185
2025-06-04,1100 - 1200,70,906,1563,12,657
2025-06-04,1200 - 1300,80,765,1604,13,839
2025-06-04,1300 - 1400,75,1447,2912,15,1465
2025-06-04,1400 - 1500,80,612,1222,16,610
2025-06-04,1500 - 1600,59,603,1275,11,672
2025-06-04,1600 - 1700,42,992,2115,11,1123
2025-06-04,1700 - 1800,30,619,1868,11,1249
2025-06-04,1800 - 1900,29,516,1181,14,665
2025-06-04,1900 - 2000,18,360,680,13,320
2025-06-04,2000 - 2100,17,429,1372,13,943
2025-06-04,2100 - 2200,26,601,1356,16,755
2025-06-04,2200 - 2300,20,280,525,12,245
2025-06-04,2300 - 0000,24,107,293,20,186
2025-06-05,0500 - 0600,43,303,742,28,439
2025-06-05,0600 - 0700,33,549,986,20,437
2025-06-05,0700 - 0800,13,299,528,5,229
2025-06-05,0800 - 0900,14,354,585,10,231
2025-06-05,0900 - 1000,18,586,782,6,196
2025-06-05,1000 - 1100,24,686,1269,14,583
2025-06-05,1100 - 1200,16,599,1101,11,502
2025-06-05,1200 - 1300,19,1067,2072,10,1005
2025-06-05,1300 - 1400,37,1195,2227,13,1032
2025-06-05,1400 - 1500,32,1064,1801,15,737
2025-06-05,1500 - 1600,24,658,1214,9,556
2025-06-05,1600 - 1700,33,1202,2393,10,1191
2025-06-05,1700 - 1800,42,829,1855,13,1026
2025-06-05,1800 - 1900,25,263,948,9,685
2025-06-05,1900 - 2000,23,446,961,13,515
2025-06-05,2000 - 2100,26,372,768,15,396
2025-06-05,2100 - 2200,29,699,1786,20,1087
2025-06-05,2200 - 2300,32,374,749,14,375
2025-06-05,2300 - 0000,29,220,382,14,162
2025-06-06,0500 - 0600,43,554,1170,27,616
2025-06-06,0600 - 0700,51,920,1471,17,551
2025-06-06,0700 - 0800,46,271,381,20,110
2025-06-06,0800 - 0900,12,239,494,7,255
2025-06-06,0900 - 1000,19,662,1081,16,419
2025-06-06,1000 - 1100,18,845,1247,9,402
2025-06-06,1100 - 1200,13,567,1220,11,653
2025-06-06,1200 - 1300,22,810,1755,16,945
2025-06-06,1300 - 1400,21,978,1914,13,936
2025-06-06,1400 - 1500,31,1447,2775,15,1328
2025-06-06,1500 - 1600,26,766,1855,9,1089
2025-06-06,1600 - 1700,27,940,1787,9,847
2025-06-06,1700 - 1800,19,457,1344,10,887
2025-06-06,1800 - 1900,24,463,918,12,455
2025-06-06,1900 - 2000,40,801,1821,14,1020
2025-06-06,2000 - 2100,21,213,734,16,521
2025-06-06,2100 - 2200,35,1012,1891,15,879
2025-06-06,2200 - 2300,27,566,958,10,392
2025-06-06,2300 - 0000,23,100,234,14,134
2025-06-07,0500 - 0600,30,299,706,21,407
2025-06-07,0600 - 0700,29,337,679,9,342
2025-06-07,0700 - 0800,29,849,1261,11,412
2025-06-07,0800 - 0900,19,460,939,8,479
2025-06-07,0900 - 1000,19,558,801,8,243
2025-06-07,1000 - 1100,15,647,973,6,326
2025-06-07,1100 - 1200,18,1010,1826,9,816
2025-06-07,1200 - 1300,18,948,1888,11,940
2025-06-07,1300 - 1400,31,1203,2520,14,1317
2025-06-07,1400 - 1500,36,1018,1847,14,829
2025-06-07,1500 - 1600,34,1205,2572,19,1367
2025-06-07,1600 - 1700,23,668,1679,17,1011
2025-06-07,1700 - 1800,34,1040,2298,15,1258
2025-06-07,1800 - 1900,31,396,1063,8,667
2025-06-07,1900 - 2000,45,423,1481,22,1058
2025-06-07,2000 - 2100,23,73,375,10,302
2025-06-07,2100 - 2200,42,845,2787,18,1942
2025-06-07,2200 - 2300,37,352,746,14,394
2025-06-07,2300 - 0000,31,233,530,17,297
2025-06-08,0500 - 0600,43,140,334,32,194
2025-06-08,0600 - 0700,14,456,1082,7,626
2025-06-08,0700 - 0800,33,475,830,14,355
2025-06-08,0800 - 0900,24,321,625,7,304
2025-06-08,0900 - 1000,27,780,1391,13,611
2025-06-08,1000 - 1100,21,410,638,14,228
2025-06-08,1100 - 1200,32,1383,2468,10,1085
2025-06-08,1200 - 1300,22,963,2503,13,1540
2025-06-08,1300 - 1400,32,1108,2417,15,1309
2025-06-08,1400 - 1500,34,674,1418,20,744
2025-06-08,1500 - 1600,20,730,1845,12,1115
2025-06-08,1600 - 1700,16,753,2002,8,1249
2025-06-08,1700 - 1800,25,934,2761,15,1827
2025-06-08,1800 - 1900,13,162,1094,12,932
2025-06-08,1900 - 2000,27,953,2204,10,1251
2025-06-08,2000 - 2100,37,632,1711,18,1079
2025-06-08,2100 - 2200,32,687,1602,13,915
2025-06-08,2200 - 2300,15,383,1164,10,781
2025-06-08,2300 - 0000,13,119,433,10,314
2025-06-09,0500 - 0600,45,349,813,26,464
2025-06-09,0600 - 0700,38,503,1074,22,571
2025-06-09,0700 - 0800,56,838,1239,17,401
2025-06-09,0800 - 0900,45,107,338,9,231
2025-06-09,0900 - 1000,38,817,1406,12,589
2025-06-09,1000 - 1100,32,613,817,11,204
2025-06-09,1100 - 1200,17,508,1118,11,610
2025-06-09,1200 - 1300,17,1120,2682,15,1562
2025-06-09,1300 - 1400,15,706,1763,12,1057
2025-06-09,1400 - 1500,21,1180,2083,11,903
2025-06-09,1500 - 1600,26,883,1944,10,1061
2025-06-09,1600 - 1700,20,808,2180,14,1372
2025-06-09,1700 - 1800,26,864,1933,9,1069
2025-06-09,1800 - 1900,22,416,928,8,512
2025-06-09,1900 - 2000,57,870,2203,17,1333
2025-06-09,2000 - 2100,45,278,1018,13,740
2025-06-09,2100 - 2200,37,345,1132,15,787
2025-06-09,2200 - 2300,16,362,997,13,635
2025-06-09,2300 - 0000,15,120,392,13,272
2025-06-10,0500 - 0600,41,521,1283,25,762
2025-06-10,0600 - 0700,28,381,701,15,320
2025-06-10,0700 - 0800,32,336,578,9,242
2025-06-10,0800 - 0900,22,161,416,14,255
2025-06-10,0900 - 1000,22,695,1216,12,521
2025-06-10,1000 - 1100,29,644,869,14,225
2025-06-10,1100 - 1200,19,525,1059,7,534
2025-06-10,1200 - 1300,13,437,1160,9,723
2025-06-10,1300 - 1400,26,1155,2114,12,959
2025-06-10,1400 - 1500,34,770,1888,15,1118
2025-06-10,1500 - 1600,18,859,1872,10,1013
2025-06-10,1600 - 1700,17,808,1995,13,1187
2025-06-10,1700 - 1800,13,450,1169,9,719
2025-06-10,1800 - 1900,15,255,1143,11,888
2025-06-10,1900 - 2000,36,104,541,17,437
2025-06-10,2000 - 2100,47,1026,2087,14,1061
2025-06-10,2100 - 2200,45,474,1189,14,715
2025-06-10,2200 - 2300,39,369,736,14,367
2025-06-10,2300 - 0000,21,151,381,12,230
2025-06-11,0500 - 0600,30,222,614,27,392
2025-06-11,0600 - 0700,27,493,1088,17,595
2025-06-11,0700 - 0800,42,664,942,20,278
2025-06-11,0800 - 0900,27,293,637,14,344
2025-06-11,0900 - 1000,25,660,934,16,274
2025-06-11,1000 - 1100,32,785,1040,11,255
2025-06-11,1100 - 1200,18,602,1341,10,739
2025-06-11,1200 - 1300,17,595,1243,9,648
2025-06-11,1300 - 1400,29,1381,3339,17,1958
2025-06-11,1400 - 1500,29,801,1483,15,682
2025-06-11,1500 - 1600,20,501,1183,12,682
2025-06-11,1600 - 1700,21,1321,2598,12,1277
2025-06-11,1700 - 1800,25,343,1189,26,846
2025-06-11,1800 - 1900,11,332,1060,7,728
2025-06-11,1900 - 2000,26,655,1393,13,738
2025-06-11,2000 - 2100,19,405,1247,13,842
2025-06-11,2100 - 2200,30,421,1074,16,653
2025-06-11,2200 - 2300,23,443,893,11,450
2025-06-11,2300 - 0000,24,317,688,15,371
2025-06-12,0500 - 0600,37,204,594,29,390
2025-06-12,0600 - 0700,50,633,1135,19,502
2025-06-12,0700 - 0800,94,786,1251,24,465
2025-06-12,0800 - 0900,75,294,556,19,262
2025-06-12,0900 - 1000,71,646,957,13,311
2025-06-12,1000 - 1100,73,851,1464,14,613
2025-06-12,1100 - 1200,59,660,964,11,304
2025-06-12,1200 - 1300,56,790,1845,13,1055
2025-06-12,1300 - 1400,50,1126,2158,16,1032
2025-06-12,1400 - 1500,46,1249,2138,13,889
2025-06-12,1500 - 1600,36,638,1509,11,871
2025-06-12,1600 - 1700,30,992,2372,12,1380
2025-06-12,1700 - 1800,12,613,1530,7,917
2025-06-12,1800 - 1900,14,187,791,10,604
2025-06-12,1900 - 2000,28,700,1473,12,773
2025-06-12,2000 - 2100,37,539,1514,16,975
2025-06-12,2100 - 2200,32,712,1489,12,777
2025-06-12,2200 - 2300,20,147,438,14,291
2025-06-12,2300 - 0000,12,276,487,9,211
2025-06-13,0500 - 0600,44,360,777,28,417
2025-06-13,0600 - 0700,31,434,871,11,437
2025-06-13,0700 - 0800,45,957,1468,18,511
2025-06-13,0800 - 0900,19,301,544,10,243
2025-06-13,0900 - 1000,16,536,844,13,308
2025-06-13,1000 - 1100,15,964,1579,9,615
2025-06-13,1100 - 1200,17,820,1648,10,828
2025-06-13,1200 - 1300,17,861,1592,10,731
2025-06-13,1300 - 1400,24,990,2309,19,1319
2025-06-13,1400 - 1500,26,1141,2018,14,877
2025-06-13,1500 - 1600,44,1015,2560,19,1545
2025-06-13,1600 - 1700,45,1226,2649,15,1423
2025-06-13,1700 - 1800,56,122,217,24,95
2025-06-13,1800 - 1900,24,608,1505,12,897
2025-06-13,1900 - 2000,27,612,1477,12,865
2025-06-13,2000 - 2100,26,733,1967,12,1234
2025-06-13,2100 - 2200,21,541,1012,14,471
2025-06-13,2200 - 2300,35,1056,1897,13,841
2025-06-13,2300 - 0000,44,391,635,15,244
2025-06-14,0500 - 0600,25,174,523,20,349
2025-06-14,0600 - 0700,16,525,857,12,332
2025-06-14,0700 - 0800,27,749,1248,13,499
2025-06-14,0800 - 0900,24,394,1053,13,659
2025-06-14,0900 - 1000,41,1042,1534,11,492
2025-06-14,1000 - 1100,55,665,957,11,292
2025-06-14,1100 - 1200,65,940,1596,12,656
2025-06-14,1200 - 1300,45,956,2092,15,1136
2025-06-14,1300 - 1400,51,1077,2225,13,1148
2025-06-14,1400 - 1500,50,1347,2405,14,1058
2025-06-14,1500 - 1600,62,779,1806,11,1027
2025-06-14,1600 - 1700,68,1149,2868,13,1719
